date,district,river,river_flow_cumecs,hydro_plant,plant_capacity_mw,generation_mw
2021-01-11,Kaski,Seti,23.21,Seti Hydropower,22.5,9.58
2021-01-12,Kaski,Seti,18.81,Seti Hydropower,22.5,8.76
2021-01-13,Kaski,Seti,26.55,Seti Hydropower,22.5,11.9
2021-01-14,Kaski,Seti,21.59,Seti Hydropower,22.5,9.78
2021-01-15,Kaski,Seti,21.75,Seti Hydropower,22.5,10.08
2021-01-16,Kaski,Seti,23.09,Seti Hydropower,22.5,10.14
2021-01-17,Kaski,Seti,17.99,Seti Hydropower,22.5,8.33
2021-01-18,Kaski,Seti,18.02,Seti Hydropower,22.5,8.45
2021-01-19,Kaski,Seti,17.42,Seti Hydropower,22.5,7.94
2021-01-20,Kaski,Seti,18.81,Seti Hydropower,22.5,8.39
2021-01-21,Kaski,Seti,20.66,Seti Hydropower,22.5,9.64
2021-01-22,Kaski,Seti,20.67,Seti Hydropower,22.5,9.67
2021-01-23,Kaski,Seti,21.82,Seti Hydropower,22.5,9.39
2021-01-24,Kaski,Seti,18.55,Seti Hydropower,22.5,8.79
2021-01-25,Kaski,Seti,16.42,Seti Hydropower,22.5,7.74
2021-01-26,Kaski,Seti,20.33,Seti Hydropower,22.5,9.27
2021-01-27,Kaski,Seti,19.48,Seti Hydropower,22.5,9.0
2021-01-28,Kaski,Seti,22.69,Seti Hydropower,22.5,10.25
2021-01-29,Kaski,Seti,22.6,Seti Hydropower,22.5,9.95
2021-01-30,Kaski,Seti,22.97,Seti Hydropower,22.5,10.47
2021-01-31,Kaski,Seti,24.14,Seti Hydropower,22.5,10.51
2021-02-01,Kaski,Seti,22.22,Seti Hydropower,22.5,9.99
2021-02-02,Kaski,Seti,24.01,Seti Hydropower,22.5,10.12
2021-02-03,Kaski,Seti,20.82,Seti Hydropower,22.5,9.94
2021-02-04,Kaski,Seti,22.23,Seti Hydropower,22.5,9.95
2021-02-05,Kaski,Seti,24.04,Seti Hydropower,22.5,10.61
2021-02-06,Kaski,Seti,25.86,Seti Hydropower,22.5,10.41
2021-02-07,Kaski,Seti,23.05,Seti Hydropower,22.5,9.82
2021-02-08,Kaski,Seti,26.08,Seti Hydropower,22.5,11.42
2021-02-09,Kaski,Seti,23.31,Seti Hydropower,22.5,10.24
2021-02-10,Kaski,Seti,22.39,Seti Hydropower,22.5,9.29
2021-02-11,Kaski,Seti,24.19,Seti Hydropower,22.5,10.76
2021-02-12,Kaski,Seti,18.37,Seti Hydropower,22.5,8.34
2021-02-13,Kaski,Seti,18.91,Seti Hydropower,22.5,9.04
2021-02-14,Kaski,Seti,20.24,Seti Hydropower,22.5,9.12
2021-02-15,Kaski,Seti,17.85,Seti Hydropower,22.5,8.34
2021-02-16,Kaski,Seti,20.21,Seti Hydropower,22.5,9.45
2021-02-17,Kaski,Seti,22.26,Seti Hydropower,22.5,9.55
2021-02-18,Kaski,Seti,20.18,Seti Hydropower,22.5,8.85
2021-02-19,Kaski,Seti,22.87,Seti Hydropower,22.5,9.96
2021-02-20,Kaski,Seti,23.83,Seti Hydropower,22.5,10.58
2021-02-21,Kaski,Seti,23.11,Seti Hydropower,22.5,9.69
2021-02-22,Kaski,Seti,20.52,Seti Hydropower,22.5,8.77
2021-02-23,Kaski,Seti,22.53,Seti Hydropower,22.5,10.15
2021-02-24,Kaski,Seti,21.72,Seti Hydropower,22.5,9.47
2021-02-25,Kaski,Seti,21.08,Seti Hydropower,22.5,9.32
2021-02-26,Kaski,Seti,20.74,Seti Hydropower,22.5,8.79
2021-02-27,Kaski,Seti,21.5,Seti Hydropower,22.5,9.37
2021-02-28,Kaski,Seti,26.07,Seti Hydropower,22.5,11.0
2021-03-01,Kaski,Seti,25.93,Seti Hydropower,22.5,11.27
2021-03-02,Kaski,Seti,29.98,Seti Hydropower,22.5,11.82
2021-03-03,Kaski,Seti,31.48,Seti Hydropower,22.5,13.12
2021-03-04,Kaski,Seti,25.51,Seti Hydropower,22.5,10.61
2021-03-05,Kaski,Seti,30.22,Seti Hydropower,22.5,11.92
2021-03-06,Kaski,Seti,25.08,Seti Hydropower,22.5,11.2
2021-03-07,Kaski,Seti,31.06,Seti Hydropower,22.5,12.47
2021-03-08,Kaski,Seti,29.15,Seti Hydropower,22.5,11.68
2021-03-09,Kaski,Seti,25.26,Seti Hydropower,22.5,10.71
2021-03-10,Kaski,Seti,31.06,Seti Hydropower,22.5,12.89
2021-03-11,Kaski,Seti,27.55,Seti Hydropower,22.5,11.94
2021-03-12,Kaski,Seti,29.4,Seti Hydropower,22.5,11.66
2021-03-13,Kaski,Seti,29.18,Seti Hydropower,22.5,11.87
2021-03-14,Kaski,Seti,31.04,Seti Hydropower,22.5,12.42
2021-03-15,Kaski,Seti,35.78,Seti Hydropower,22.5,13.15
2021-03-16,Kaski,Seti,36.78,Seti Hydropower,22.5,13.75
2021-03-17,Kaski,Seti,37.06,Seti Hydropower,22.5,13.84
2021-03-18,Kaski,Seti,34.72,Seti Hydropower,22.5,13.75
2021-03-19,Kaski,Seti,41.2,Seti Hydropower,22.5,15.25
2021-03-20,Kaski,Seti,35.76,Seti Hydropower,22.5,13.41
2021-03-21,Kaski,Seti,35.39,Seti Hydropower,22.5,13.37
2021-03-22,Kaski,Seti,44.2,Seti Hydropower,22.5,15.6
2021-03-23,Kaski,Seti,38.98,Seti Hydropower,22.5,14.01
2021-03-24,Kaski,Seti,45.22,Seti Hydropower,22.5,15.75
2021-03-25,Kaski,Seti,48.74,Seti Hydropower,22.5,16.05
2021-03-26,Kaski,Seti,51.05,Seti Hydropower,22.5,15.98
2021-03-27,Kaski,Seti,51.33,Seti Hydropower,22.5,16.03
2021-03-28,Kaski,Seti,46.82,Seti Hydropower,22.5,16.45
2021-03-29,Kaski,Seti,52.92,Seti Hydropower,22.5,16.66
2021-03-30,Kaski,Seti,43.31,Seti Hydropower,22.5,15.87
2021-03-31,Kaski,Seti,45.7,Seti Hydropower,22.5,15.33
2021-04-01,Kaski,Seti,49.44,Seti Hydropower,22.5,16.34
2021-04-02,Kaski,Seti,44.2,Seti Hydropower,22.5,16.39
2021-04-03,Kaski,Seti,46.83,Seti Hydropower,22.5,15.26
2021-04-04,Kaski,Seti,41.74,Seti Hydropower,22.5,13.98
2021-04-05,Kaski,Seti,37.01,Seti Hydropower,22.5,14.36
2021-04-06,Kaski,Seti,34.1,Seti Hydropower,22.5,12.83
2021-04-07,Kaski,Seti,35.11,Seti Hydropower,22.5,13.38
2021-04-08,Kaski,Seti,36.19,Seti Hydropower,22.5,13.4
2021-04-09,Kaski,Seti,51.15,Seti Hydropower,22.5,16.61
2021-04-10,Kaski,Seti,59.74,Seti Hydropower,22.5,17.17
2021-04-11,Kaski,Seti,56.15,Seti Hydropower,22.5,17.11
2021-04-12,Kaski,Seti,70.49,Seti Hydropower,22.5,19.09
2021-04-13,Kaski,Seti,64.8,Seti Hydropower,22.5,17.71
2021-04-14,Kaski,Seti,54.72,Seti Hydropower,22.5,16.65
2021-04-15,Kaski,Seti,63.7,Seti Hydropower,22.5,17.95
2021-04-16,Kaski,Seti,63.55,Seti Hydropower,22.5,17.34
2021-04-17,Kaski,Seti,62.12,Seti Hydropower,22.5,17.73
2021-04-18,Kaski,Seti,51.62,Seti Hydropower,22.5,16.61
2021-04-19,Kaski,Seti,51.35,Seti Hydropower,22.5,16.31
2021-04-20,Kaski,Seti,53.7,Seti Hydropower,22.5,16.72
2021-04-21,Kaski,Seti,83.6,Seti Hydropower,22.5,19.88
2021-04-22,Kaski,Seti,69.97,Seti Hydropower,22.5,18.42
2021-04-23,Kaski,Seti,85.46,Seti Hydropower,22.5,20.42
2021-04-24,Kaski,Seti,100.89,Seti Hydropower,22.5,21.72
2021-04-25,Kaski,Seti,88.75,Seti Hydropower,22.5,19.93
2021-04-26,Kaski,Seti,94.58,Seti Hydropower,22.5,20.83
2021-04-27,Kaski,Seti,82.79,Seti Hydropower,22.5,19.69
2021-04-28,Kaski,Seti,77.91,Seti Hydropower,22.5,19.69
2021-04-29,Kaski,Seti,79.41,Seti Hydropower,22.5,20.51
2021-04-30,Kaski,Seti,59.31,Seti Hydropower,22.5,17.89
2021-05-01,Kaski,Seti,68.29,Seti Hydropower,22.5,17.63
2021-05-02,Kaski,Seti,87.48,Seti Hydropower,22.5,20.41
2021-05-03,Kaski,Seti,82.39,Seti Hydropower,22.5,20.54
2021-05-04,Kaski,Seti,90.32,Seti Hydropower,22.5,20.17
2021-05-05,Kaski,Seti,99.26,Seti Hydropower,22.5,21.37
2021-05-06,Kaski,Seti,90.63,Seti Hydropower,22.5,19.9
2021-05-07,Kaski,Seti,97.27,Seti Hydropower,22.5,19.74
2021-05-08,Kaski,Seti,83.45,Seti Hydropower,22.5,19.96
2021-05-09,Kaski,Seti,78.73,Seti Hydropower,22.5,18.51
2021-05-10,Kaski,Seti,65.88,Seti Hydropower,22.5,18.24
2021-05-11,Kaski,Seti,49.05,Seti Hydropower,22.5,16.76
2021-05-12,Kaski,Seti,79.23,Seti Hydropower,22.5,18.45
2021-05-13,Kaski,Seti,80.28,Seti Hydropower,22.5,18.9
2021-05-14,Kaski,Seti,77.8,Seti Hydropower,22.5,18.86
2021-05-15,Kaski,Seti,87.14,Seti Hydropower,22.5,20.08
2021-05-16,Kaski,Seti,64.47,Seti Hydropower,22.5,18.02
2021-05-17,Kaski,Seti,65.05,Seti Hydropower,22.5,19.06
2021-05-18,Kaski,Seti,92.68,Seti Hydropower,22.5,21.02
2021-05-19,Kaski,Seti,59.26,Seti Hydropower,22.5,17.87
2021-05-20,Kaski,Seti,75.62,Seti Hydropower,22.5,19.38
2021-05-21,Kaski,Seti,110.34,Seti Hydropower,22.5,21.44
2021-05-22,Kaski,Seti,84.33,Seti Hydropower,22.5,19.42
2021-05-23,Kaski,Seti,61.76,Seti Hydropower,22.5,18.38
2021-05-24,Kaski,Seti,82.01,Seti Hydropower,22.5,19.12
2021-05-25,Kaski,Seti,74.15,Seti Hydropower,22.5,19.65
2021-05-26,Kaski,Seti,101.28,Seti Hydropower,22.5,21.58
2021-05-27,Kaski,Seti,111.61,Seti Hydropower,22.5,21.36
2021-05-28,Kaski,Seti,118.03,Seti Hydropower,22.5,21.31
2021-05-29,Kaski,Seti,118.5,Seti Hydropower,22.5,21.69
2021-05-30,Kaski,Seti,129.46,Seti Hydropower,22.5,19.84
2021-05-31,Kaski,Seti,150.23,Seti Hydropower,22.5,22.23
2021-06-01,Kaski,Seti,117.05,Seti Hydropower,22.5,21.32
2021-06-02,Kaski,Seti,118.38,Seti Hydropower,22.5,21.4
2021-06-03,Kaski,Seti,92.72,Seti Hydropower,22.5,20.87
2021-06-04,Kaski,Seti,82.66,Seti Hydropower,22.5,19.78
2021-06-05,Kaski,Seti,108.41,Seti Hydropower,22.5,20.4
2021-06-06,Kaski,Seti,123.84,Seti Hydropower,22.5,21.48
2021-06-07,Kaski,Seti,128.82,Seti Hydropower,22.5,21.73
2021-06-08,Kaski,Seti,146.38,Seti Hydropower,22.5,22.06
2021-06-09,Kaski,Seti,129.24,Seti Hydropower,22.5,21.8
2021-06-10,Kaski,Seti,172.1,Seti Hydropower,22.5,22.5
2021-06-11,Kaski,Seti,143.07,Seti Hydropower,22.5,21.22
2021-06-12,Kaski,Seti,104.81,Seti Hydropower,22.5,21.1
2021-06-13,Kaski,Seti,117.27,Seti Hydropower,22.5,22.23
2021-06-14,Kaski,Seti,111.55,Seti Hydropower,22.5,20.12
2021-06-15,Kaski,Seti,90.5,Seti Hydropower,22.5,20.42
2021-06-16,Kaski,Seti,110.87,Seti Hydropower,22.5,20.83
2021-06-17,Kaski,Seti,113.85,Seti Hydropower,22.5,21.06
2021-06-18,Kaski,Seti,115.13,Seti Hydropower,22.5,20.76
2021-06-19,Kaski,Seti,107.08,Seti Hydropower,22.5,20.97
2021-06-20,Kaski,Seti,95.57,Seti Hydropower,22.5,21.72
2021-06-21,Kaski,Seti,92.87,Seti Hydropower,22.5,19.67
2021-06-22,Kaski,Seti,72.34,Seti Hydropower,22.5,18.34
2021-06-23,Kaski,Seti,97.71,Seti Hydropower,22.5,19.88
2021-06-24,Kaski,Seti,95.69,Seti Hydropower,22.5,21.65
2021-06-25,Kaski,Seti,104.99,Seti Hydropower,22.5,20.7
2021-06-26,Kaski,Seti,121.84,Seti Hydropower,22.5,21.51
2021-06-27,Kaski,Seti,126.01,Seti Hydropower,22.5,21.36
2021-06-28,Kaski,Seti,115.47,Seti Hydropower,22.5,20.75
2021-06-29,Kaski,Seti,132.7,Seti Hydropower,22.5,21.61
2021-06-30,Kaski,Seti,100.35,Seti Hydropower,22.5,22.34
2021-07-01,Kaski,Seti,106.04,Seti Hydropower,22.5,21.91
2021-07-02,Kaski,Seti,137.39,Seti Hydropower,22.5,21.29
2021-07-03,Kaski,Seti,143.7,Seti Hydropower,22.5,22.37
2021-07-04,Kaski,Seti,171.55,Seti Hydropower,22.5,21.67
2021-07-05,Kaski,Seti,165.69,Seti Hydropower,22.5,21.0
2021-07-06,Kaski,Seti,150.74,Seti Hydropower,22.5,22.5
2021-07-07,Kaski,Seti,159.57,Seti Hydropower,22.5,22.5
2021-07-08,Kaski,Seti,121.14,Seti Hydropower,22.5,22.18
2021-07-09,Kaski,Seti,104.81,Seti Hydropower,22.5,20.69
2021-07-10,Kaski,Seti,96.64,Seti Hydropower,22.5,20.53
2021-07-11,Kaski,Seti,67.37,Seti Hydropower,22.5,18.95
2021-07-12,Kaski,Seti,87.19,Seti Hydropower,22.5,20.35
2021-07-13,Kaski,Seti,102.32,Seti Hydropower,22.5,20.64
2021-07-14,Kaski,Seti,107.38,Seti Hydropower,22.5,20.06
2021-07-15,Kaski,Seti,134.65,Seti Hydropower,22.5,21.87
2021-07-16,Kaski,Seti,146.49,Seti Hydropower,22.5,22.5
2021-07-17,Kaski,Seti,133.95,Seti Hydropower,22.5,21.0
2021-07-18,Kaski,Seti,145.12,Seti Hydropower,22.5,22.39
2021-07-19,Kaski,Seti,104.81,Seti Hydropower,22.5,21.2
2021-07-20,Kaski,Seti,111.24,Seti Hydropower,22.5,21.7
2021-07-21,Kaski,Seti,94.49,Seti Hydropower,22.5,21.06
2021-07-22,Kaski,Seti,75.58,Seti Hydropower,22.5,18.89
2021-07-23,Kaski,Seti,53.86,Seti Hydropower,22.5,16.06
2021-07-24,Kaski,Seti,56.1,Seti Hydropower,22.5,16.92
2021-07-25,Kaski,Seti,87.38,Seti Hydropower,22.5,20.67
2021-07-26,Kaski,Seti,85.62,Seti Hydropower,22.5,19.69
2021-07-27,Kaski,Seti,108.64,Seti Hydropower,22.5,20.69
2021-07-28,Kaski,Seti,144.16,Seti Hydropower,22.5,20.75
2021-07-29,Kaski,Seti,123.25,Seti Hydropower,22.5,22.5
2021-07-30,Kaski,Seti,161.81,Seti Hydropower,22.5,22.5
2021-07-31,Kaski,Seti,118.95,Seti Hydropower,22.5,21.94
2021-08-01,Kaski,Seti,96.36,Seti Hydropower,22.5,21.22
2021-08-02,Kaski,Seti,108.56,Seti Hydropower,22.5,21.49
2021-08-03,Kaski,Seti,77.23,Seti Hydropower,22.5,19.28
2021-08-04,Kaski,Seti,102.77,Seti Hydropower,22.5,20.8
2021-08-05,Kaski,Seti,141.38,Seti Hydropower,22.5,21.63
2021-08-06,Kaski,Seti,112.67,Seti Hydropower,22.5,22.5
2021-08-07,Kaski,Seti,123.32,Seti Hydropower,22.5,21.92
2021-08-08,Kaski,Seti,143.3,Seti Hydropower,22.5,21.63
2021-08-09,Kaski,Seti,131.22,Seti Hydropower,22.5,22.04
2021-08-10,Kaski,Seti,116.18,Seti Hydropower,22.5,20.72
2021-08-11,Kaski,Seti,128.53,Seti Hydropower,22.5,22.5
2021-08-12,Kaski,Seti,164.01,Seti Hydropower,22.5,21.73
2021-08-13,Kaski,Seti,107.15,Seti Hydropower,22.5,21.39
2021-08-14,Kaski,Seti,106.22,Seti Hydropower,22.5,21.71
2021-08-15,Kaski,Seti,117.29,Seti Hydropower,22.5,21.65
2021-08-16,Kaski,Seti,84.87,Seti Hydropower,22.5,20.03
2021-08-17,Kaski,Seti,66.64,Seti Hydropower,22.5,18.46
2021-08-18,Kaski,Seti,85.42,Seti Hydropower,22.5,19.97
2021-08-19,Kaski,Seti,69.43,Seti Hydropower,22.5,18.41
2021-08-20,Kaski,Seti,97.27,Seti Hydropower,22.5,20.38
2021-08-21,Kaski,Seti,93.64,Seti Hydropower,22.5,21.39
2021-08-22,Kaski,Seti,95.67,Seti Hydropower,22.5,20.52
2021-08-23,Kaski,Seti,108.34,Seti Hydropower,22.5,20.62
2021-08-24,Kaski,Seti,95.78,Seti Hydropower,22.5,20.27
2021-08-25,Kaski,Seti,82.7,Seti Hydropower,22.5,20.48
2021-08-26,Kaski,Seti,88.45,Seti Hydropower,22.5,20.6
2021-08-27,Kaski,Seti,94.6,Seti Hydropower,22.5,20.88
2021-08-28,Kaski,Seti,87.02,Seti Hydropower,22.5,19.95
2021-08-29,Kaski,Seti,97.77,Seti Hydropower,22.5,21.04
2021-08-30,Kaski,Seti,87.08,Seti Hydropower,22.5,19.72
2021-08-31,Kaski,Seti,78.74,Seti Hydropower,22.5,19.39
2021-09-01,Kaski,Seti,84.57,Seti Hydropower,22.5,20.53
2021-09-02,Kaski,Seti,81.06,Seti Hydropower,22.5,20.23
2021-09-03,Kaski,Seti,83.2,Seti Hydropower,22.5,19.28
2021-09-04,Kaski,Seti,66.03,Seti Hydropower,22.5,17.92
2021-09-05,Kaski,Seti,87.66,Seti Hydropower,22.5,20.21
2021-09-06,Kaski,Seti,83.23,Seti Hydropower,22.5,20.89
2021-09-07,Kaski,Seti,74.84,Seti Hydropower,22.5,18.12
2021-09-08,Kaski,Seti,103.09,Seti Hydropower,22.5,21.09
2021-09-09,Kaski,Seti,91.5,Seti Hydropower,22.5,19.53
2021-09-10,Kaski,Seti,84.51,Seti Hydropower,22.5,19.57
2021-09-11,Kaski,Seti,100.77,Seti Hydropower,22.5,20.59
2021-09-12,Kaski,Seti,79.35,Seti Hydropower,22.5,19.34
2021-09-13,Kaski,Seti,84.64,Seti Hydropower,22.5,19.64
2021-09-14,Kaski,Seti,80.95,Seti Hydropower,22.5,19.71
2021-09-15,Kaski,Seti,70.38,Seti Hydropower,22.5,18.53
2021-09-16,Kaski,Seti,59.78,Seti Hydropower,22.5,16.9
2021-09-17,Kaski,Seti,52.97,Seti Hydropower,22.5,17.14
2021-09-18,Kaski,Seti,42.19,Seti Hydropower,22.5,15.25
2021-09-19,Kaski,Seti,39.11,Seti Hydropower,22.5,14.64
2021-09-20,Kaski,Seti,56.36,Seti Hydropower,22.5,16.43
2021-09-21,Kaski,Seti,49.4,Seti Hydropower,22.5,16.34
2021-09-22,Kaski,Seti,58.27,Seti Hydropower,22.5,17.84
2021-09-23,Kaski,Seti,67.26,Seti Hydropower,22.5,17.95
2021-09-24,Kaski,Seti,55.7,Seti Hydropower,22.5,17.15
2021-09-25,Kaski,Seti,50.58,Seti Hydropower,22.5,16.33
2021-09-26,Kaski,Seti,47.38,Seti Hydropower,22.5,16.74
2021-09-27,Kaski,Seti,52.77,Seti Hydropower,22.5,17.69
2021-09-28,Kaski,Seti,42.43,Seti Hydropower,22.5,14.21
2021-09-29,Kaski,Seti,37.56,Seti Hydropower,22.5,14.99
2021-09-30,Kaski,Seti,52.19,Seti Hydropower,22.5,16.18
2021-10-01,Kaski,Seti,64.75,Seti Hydropower,22.5,18.79
2021-10-02,Kaski,Seti,54.05,Seti Hydropower,22.5,17.4
2021-10-03,Kaski,Seti,52.27,Seti Hydropower,22.5,16.15
2021-10-04,Kaski,Seti,58.63,Seti Hydropower,22.5,17.79
2021-10-05,Kaski,Seti,55.32,Seti Hydropower,22.5,17.03
2021-10-06,Kaski,Seti,46.49,Seti Hydropower,22.5,15.97
2021-10-07,Kaski,Seti,48.57,Seti Hydropower,22.5,16.17
2021-10-08,Kaski,Seti,49.53,Seti Hydropower,22.5,16.8
2021-10-09,Kaski,Seti,47.41,Seti Hydropower,22.5,15.9
2021-10-10,Kaski,Seti,54.59,Seti Hydropower,22.5,16.9
2021-10-11,Kaski,Seti,56.22,Seti Hydropower,22.5,17.78
2021-10-12,Kaski,Seti,52.99,Seti Hydropower,22.5,17.04
2021-10-13,Kaski,Seti,48.18,Seti Hydropower,22.5,16.35
2021-10-14,Kaski,Seti,55.1,Seti Hydropower,22.5,16.72
2021-10-15,Kaski,Seti,41.4,Seti Hydropower,22.5,14.29
2021-10-16,Kaski,Seti,46.47,Seti Hydropower,22.5,15.43
2021-10-17,Kaski,Seti,49.26,Seti Hydropower,22.5,15.87
2021-10-18,Kaski,Seti,41.88,Seti Hydropower,22.5,15.2
2021-10-19,Kaski,Seti,40.77,Seti Hydropower,22.5,15.06
2021-10-20,Kaski,Seti,43.99,Seti Hydropower,22.5,15.18
2021-10-21,Kaski,Seti,36.95,Seti Hydropower,22.5,14.41
2021-10-22,Kaski,Seti,32.41,Seti Hydropower,22.5,13.26
2021-10-23,Kaski,Seti,37.89,Seti Hydropower,22.5,14.12
2021-10-24,Kaski,Seti,29.4,Seti Hydropower,22.5,11.65
2021-10-25,Kaski,Seti,28.92,Seti Hydropower,22.5,12.38
2021-10-26,Kaski,Seti,33.42,Seti Hydropower,22.5,12.96
2021-10-27,Kaski,Seti,28.97,Seti Hydropower,22.5,11.88
2021-10-28,Kaski,Seti,25.34,Seti Hydropower,22.5,10.68
2021-10-29,Kaski,Seti,34.15,Seti Hydropower,22.5,12.81
2021-10-30,Kaski,Seti,32.61,Seti Hydropower,22.5,12.22
2021-10-31,Kaski,Seti,26.49,Seti Hydropower,22.5,11.34
2021-11-01,Kaski,Seti,33.57,Seti Hydropower,22.5,12.72
2021-11-02,Kaski,Seti,34.38,Seti Hydropower,22.5,14.43
2021-11-03,Kaski,Seti,32.31,Seti Hydropower,22.5,12.3
2021-11-04,Kaski,Seti,27.14,Seti Hydropower,22.5,10.89
2021-11-05,Kaski,Seti,33.6,Seti Hydropower,22.5,13.23
2021-11-06,Kaski,Seti,32.9,Seti Hydropower,22.5,13.45
2021-11-07,Kaski,Seti,33.51,Seti Hydropower,22.5,13.03
2021-11-08,Kaski,Seti,31.82,Seti Hydropower,22.5,12.8
2021-11-09,Kaski,Seti,32.45,Seti Hydropower,22.5,12.04
2021-11-10,Kaski,Seti,27.46,Seti Hydropower,22.5,11.18
2021-11-11,Kaski,Seti,30.26,Seti Hydropower,22.5,11.79
2021-11-12,Kaski,Seti,29.35,Seti Hydropower,22.5,11.26
2021-11-13,Kaski,Seti,30.47,Seti Hydropower,22.5,12.28
2021-11-14,Kaski,Seti,28.81,Seti Hydropower,22.5,10.99
2021-11-15,Kaski,Seti,30.31,Seti Hydropower,22.5,11.71
2021-11-16,Kaski,Seti,28.85,Seti Hydropower,22.5,11.61
2021-11-17,Kaski,Seti,31.21,Seti Hydropower,22.5,12.12
2021-11-18,Kaski,Seti,33.09,Seti Hydropower,22.5,13.06
2021-11-19,Kaski,Seti,27.75,Seti Hydropower,22.5,11.6
2021-11-20,Kaski,Seti,28.95,Seti Hydropower,22.5,12.14
2021-11-21,Kaski,Seti,27.35,Seti Hydropower,22.5,11.63
2021-11-22,Kaski,Seti,25.65,Seti Hydropower,22.5,11.25
2021-11-23,Kaski,Seti,25.75,Seti Hydropower,22.5,10.91
2021-11-24,Kaski,Seti,18.48,Seti Hydropower,22.5,8.6
2021-11-25,Kaski,Seti,20.08,Seti Hydropower,22.5,9.23
2021-11-26,Kaski,Seti,20.44,Seti Hydropower,22.5,9.25
2021-11-27,Kaski,Seti,17.23,Seti Hydropower,22.5,7.97
2021-11-28,Kaski,Seti,22.02,Seti Hydropower,22.5,9.64
2021-11-29,Kaski,Seti,21.03,Seti Hydropower,22.5,9.18
2021-11-30,Kaski,Seti,21.09,Seti Hydropower,22.5,9.55
2021-12-01,Kaski,Seti,23.26,Seti Hydropower,22.5,10.11
2021-12-02,Kaski,Seti,20.49,Seti Hydropower,22.5,9.04
2021-12-03,Kaski,Seti,19.92,Seti Hydropower,22.5,8.85
2021-12-04,Kaski,Seti,22.15,Seti Hydropower,22.5,9.43
2021-12-05,Kaski,Seti,25.67,Seti Hydropower,22.5,11.2
2021-12-06,Kaski,Seti,20.46,Seti Hydropower,22.5,9.24
2021-12-07,Kaski,Seti,22.31,Seti Hydropower,22.5,9.58
2021-12-08,Kaski,Seti,23.63,Seti Hydropower,22.5,10.51
2021-12-09,Kaski,Seti,23.47,Seti Hydropower,22.5,10.04
2021-12-10,Kaski,Seti,23.77,Seti Hydropower,22.5,9.87
2021-12-11,Kaski,Seti,21.77,Seti Hydropower,22.5,9.95
2021-12-12,Kaski,Seti,22.02,Seti Hydropower,22.5,9.58
2021-12-13,Kaski,Seti,18.97,Seti Hydropower,22.5,8.59
2021-12-14,Kaski,Seti,19.83,Seti Hydropower,22.5,9.01
2021-12-15,Kaski,Seti,21.35,Seti Hydropower,22.5,9.84
2021-12-16,Kaski,Seti,20.53,Seti Hydropower,22.5,9.25
2021-12-17,Kaski,Seti,19.96,Seti Hydropower,22.5,8.72
2021-12-18,Kaski,Seti,22.84,Seti Hydropower,22.5,10.17
2021-12-19,Kaski,Seti,20.63,Seti Hydropower,22.5,9.14
2021-12-20,Kaski,Seti,19.25,Seti Hydropower,22.5,9.29
2021-12-21,Kaski,Seti,20.4,Seti Hydropower,22.5,9.2
2021-12-22,Kaski,Seti,21.91,Seti Hydropower,22.5,9.05
2021-12-23,Kaski,Seti,16.37,Seti Hydropower,22.5,7.82
2021-12-24,Kaski,Seti,17.25,Seti Hydropower,22.5,8.54
2021-12-25,Kaski,Seti,18.27,Seti Hydropower,22.5,8.84
2021-12-26,Kaski,Seti,22.02,Seti Hydropower,22.5,10.27
2021-12-27,Kaski,Seti,20.92,Seti Hydropower,22.5,9.09
2021-12-28,Kaski,Seti,21.46,Seti Hydropower,22.5,9.82
2021-12-29,Kaski,Seti,19.52,Seti Hydropower,22.5,8.7
2021-12-30,Kaski,Seti,19.1,Seti Hydropower,22.5,8.8
2021-12-31,Kaski,Seti,22.4,Seti Hydropower,22.5,9.49
2022-01-01,Kaski,Seti,22.86,Seti Hydropower,22.5,9.82
2022-01-02,Kaski,Seti,23.99,Seti Hydropower,22.5,10.16
2022-01-03,Kaski,Seti,23.36,Seti Hydropower,22.5,10.45
2022-01-04,Kaski,Seti,24.83,Seti Hydropower,22.5,10.89
2022-01-05,Kaski,Seti,23.74,Seti Hydropower,22.5,10.38
2022-01-06,Kaski,Seti,23.38,Seti Hydropower,22.5,9.77
2022-01-07,Kaski,Seti,23.05,Seti Hydropower,22.5,9.98
2022-01-08,Kaski,Seti,19.71,Seti Hydropower,22.5,8.76
2022-01-09,Kaski,Seti,18.03,Seti Hydropower,22.5,8.58
2022-01-10,Kaski,Seti,22.65,Seti Hydropower,22.5,10.3
2022-01-11,Kaski,Seti,22.46,Seti Hydropower,22.5,10.2
2022-01-12,Kaski,Seti,18.9,Seti Hydropower,22.5,8.48
2022-01-13,Kaski,Seti,17.1,Seti Hydropower,22.5,7.36
2022-01-14,Kaski,Seti,21.98,Seti Hydropower,22.5,9.21
2022-01-15,Kaski,Seti,23.65,Seti Hydropower,22.5,10.7
2022-01-16,Kaski,Seti,25.53,Seti Hydropower,22.5,10.71
2022-01-17,Kaski,Seti,22.46,Seti Hydropower,22.5,9.66
2022-01-18,Kaski,Seti,20.58,Seti Hydropower,22.5,9.71
2022-01-19,Kaski,Seti,19.13,Seti Hydropower,22.5,9.09
2022-01-20,Kaski,Seti,20.31,Seti Hydropower,22.5,9.17
2022-01-21,Kaski,Seti,21.77,Seti Hydropower,22.5,9.57
2022-01-22,Kaski,Seti,19.84,Seti Hydropower,22.5,8.97
